ParameterName, q0_min, q0_max, q3_min, q3_max
q0_q3_bin_1, 0.00, 0.05, 0.00, 0.05
q0_q3_bin_2, 0.00, 0.05, 0.05, 0.10
q0_q3_bin_3, 0.00, 0.05, 0.10, 0.15
q0_q3_bin_4, 0.00, 0.05, 0.15, 0.20
q0_q3_bin_5, 0.00, 0.05, 0.20, 0.25
q0_q3_bin_6, 0.00, 0.05, 0.25, 0.30
q0_q3_bin_7, 0.00, 0.05, 0.30, 0.35
q0_q3_bin_8, 0.00, 0.05, 0.35, 0.40
q0_q3_bin_9, 0.00, 0.05, 0.40, 0.45
q0_q3_bin_10, 0.00, 0.05, 0.45, 0.50
q0_q3_bin_11, 0.00, 0.05, 0.50, 0.55
q0_q3_bin_12, 0.00, 0.05, 0.55, 0.60
q0_q3_bin_13, 0.00, 0.05, 0.60, 0.65
q0_q3_bin_14, 0.00, 0.05, 0.65, 0.70
q0_q3_bin_15, 0.00, 0.05, 0.70, 0.75
q0_q3_bin_16, 0.00, 0.05, 0.75, 0.80
q0_q3_bin_17, 0.00, 0.05, 0.80, 0.85
q0_q3_bin_18, 0.00, 0.05, 0.85, 0.90
q0_q3_bin_19, 0.00, 0.05, 0.90, 0.95
q0_q3_bin_20, 0.00, 0.05, 0.95, 1.00
q0_q3_bin_21, 0.00, 0.05, 1.00, 1.05
q0_q3_bin_22, 0.00, 0.05, 1.05, 1.10
q0_q3_bin_23, 0.00, 0.05, 1.10, 1.15
q0_q3_bin_24, 0.00, 0.05, 1.15, 1.20
q0_q3_bin_25, 0.00, 0.05, 1.20, 1.25
q0_q3_bin_26, 0.00, 0.05, 1.25, 1.30
q0_q3_bin_27, 0.00, 0.05, 1.30, 1.35
q0_q3_bin_28, 0.00, 0.05, 1.35, 1.40
q0_q3_bin_29, 0.00, 0.05, 1.40, 1.45
q0_q3_bin_30, 0.00, 0.05, 1.45, 1.50
q0_q3_bin_31, 0.00, 0.05, 1.50, 1.55
q0_q3_bin_32, 0.00, 0.05, 1.55, 1.60
q0_q3_bin_33, 0.00, 0.05, 1.60, 1.65
q0_q3_bin_34, 0.00, 0.05, 1.65, 1.70
q0_q3_bin_35, 0.00, 0.05, 1.70, 1.75
q0_q3_bin_36, 0.00, 0.05, 1.75, 1.80
q0_q3_bin_37, 0.00, 0.05, 1.80, 1.85
q0_q3_bin_38, 0.00, 0.05, 1.85, 1.90
q0_q3_bin_39, 0.00, 0.05, 1.90, 1.95
q0_q3_bin_40, 0.00, 0.05, 1.95, 2.00
q0_q3_bin_41, 0.00, 0.05, 2.00, 2.05
q0_q3_bin_42, 0.00, 0.05, 2.05, 2.10
q0_q3_bin_43, 0.00, 0.05, 2.10, 2.15
q0_q3_bin_44, 0.00, 0.05, 2.15, 2.20
q0_q3_bin_45, 0.00, 0.05, 2.20, 2.25
q0_q3_bin_46, 0.00, 0.05, 2.25, 2.30
q0_q3_bin_47, 0.00, 0.05, 2.30, 2.35
q0_q3_bin_48, 0.00, 0.05, 2.35, 2.40
q0_q3_bin_49, 0.00, 0.05, 2.40, 2.45
q0_q3_bin_50, 0.00, 0.05, 2.45, 2.50
q0_q3_bin_51, 0.00, 0.05, 2.50, 2.55
q0_q3_bin_52, 0.00, 0.05, 2.55, 2.60
q0_q3_bin_53, 0.00, 0.05, 2.60, 2.65
q0_q3_bin_54, 0.00, 0.05, 2.65, 2.70
q0_q3_bin_55, 0.00, 0.05, 2.70, 2.75
q0_q3_bin_56, 0.00, 0.05, 2.75, 2.80
q0_q3_bin_57, 0.00, 0.05, 2.80, 2.85
q0_q3_bin_58, 0.00, 0.05, 2.85, 2.90
q0_q3_bin_59, 0.00, 0.05, 2.90, 2.95
q0_q3_bin_60, 0.00, 0.05, 2.95, 3.00
q0_q3_bin_61, 0.00, 0.05, 3.00, 3.05
q0_q3_bin_62, 0.00, 0.05, 3.05, 3.10
q0_q3_bin_63, 0.00, 0.05, 3.10, 3.15
q0_q3_bin_64, 0.00, 0.05, 3.15, 3.20
q0_q3_bin_65, 0.00, 0.05, 3.20, 3.25
q0_q3_bin_66, 0.00, 0.05, 3.25, 3.30
q0_q3_bin_67, 0.00, 0.05, 3.30, 3.35
q0_q3_bin_68, 0.00, 0.05, 3.35, 3.40
q0_q3_bin_69, 0.00, 0.05, 3.40, 3.45
q0_q3_bin_70, 0.00, 0.05, 3.45, 3.50
q0_q3_bin_71, 0.00, 0.05, 3.50, 3.55
q0_q3_bin_72, 0.00, 0.05, 3.55, 3.60
q0_q3_bin_73, 0.00, 0.05, 3.60, 3.65
q0_q3_bin_74, 0.00, 0.05, 3.65, 3.70
q0_q3_bin_75, 0.00, 0.05, 3.70, 3.75
q0_q3_bin_76, 0.00, 0.05, 3.75, 3.80
q0_q3_bin_77, 0.00, 0.05, 3.80, 3.85
q0_q3_bin_78, 0.00, 0.05, 3.85, 3.90
q0_q3_bin_79, 0.00, 0.05, 3.90, 4.40
q0_q3_bin_80, 0.00, 0.05, 4.40, 4.90
q0_q3_bin_81, 0.00, 0.05, 4.90, 5.00
q0_q3_bin_82, 0.05, 0.10, 0.05, 0.10
q0_q3_bin_83, 0.05, 0.10, 0.10, 0.15
q0_q3_bin_84, 0.05, 0.10, 0.15, 0.20
q0_q3_bin_85, 0.05, 0.10, 0.20, 0.25
q0_q3_bin_86, 0.05, 0.10, 0.25, 0.30
q0_q3_bin_87, 0.05, 0.10, 0.30, 0.35
q0_q3_bin_88, 0.05, 0.10, 0.35, 0.40
q0_q3_bin_89, 0.05, 0.10, 0.40, 0.45
q0_q3_bin_90, 0.05, 0.10, 0.45, 0.50
q0_q3_bin_91, 0.05, 0.10, 0.50, 0.55
q0_q3_bin_92, 0.05, 0.10, 0.55, 0.60
q0_q3_bin_93, 0.05, 0.10, 0.60, 0.65
q0_q3_bin_94, 0.05, 0.10, 0.65, 0.70
q0_q3_bin_95, 0.05, 0.10, 0.70, 0.75
q0_q3_bin_96, 0.05, 0.10, 0.75, 0.80
q0_q3_bin_97, 0.05, 0.10, 0.80, 0.85
q0_q3_bin_98, 0.05, 0.10, 0.85, 0.90
q0_q3_bin_99, 0.05, 0.10, 0.90, 0.95
q0_q3_bin_100, 0.05, 0.10, 0.95, 1.00
q0_q3_bin_101, 0.05, 0.10, 1.00, 1.05
q0_q3_bin_102, 0.05, 0.10, 1.05, 1.10
q0_q3_bin_103, 0.05, 0.10, 1.10, 1.15
q0_q3_bin_104, 0.05, 0.10, 1.15, 1.20
q0_q3_bin_105, 0.05, 0.10, 1.20, 1.25
q0_q3_bin_106, 0.05, 0.10, 1.25, 1.30
q0_q3_bin_107, 0.05, 0.10, 1.30, 1.35
q0_q3_bin_108, 0.05, 0.10, 1.35, 1.40
q0_q3_bin_109, 0.05, 0.10, 1.40, 1.45
q0_q3_bin_110, 0.05, 0.10, 1.45, 1.50
q0_q3_bin_111, 0.05, 0.10, 1.50, 1.55
q0_q3_bin_112, 0.05, 0.10, 1.55, 1.60
q0_q3_bin_113, 0.05, 0.10, 1.60, 1.65
q0_q3_bin_114, 0.05, 0.10, 1.65, 1.70
q0_q3_bin_115, 0.05, 0.10, 1.70, 1.75
q0_q3_bin_116, 0.05, 0.10, 1.75, 1.80
q0_q3_bin_117, 0.05, 0.10, 1.80, 1.85
q0_q3_bin_118, 0.05, 0.10, 1.85, 1.90
q0_q3_bin_119, 0.05, 0.10, 1.90, 1.95
q0_q3_bin_120, 0.05, 0.10, 1.95, 2.00
q0_q3_bin_121, 0.05, 0.10, 2.00, 2.05
q0_q3_bin_122, 0.05, 0.10, 2.05, 2.10
q0_q3_bin_123, 0.05, 0.10, 2.10, 2.15
q0_q3_bin_124, 0.05, 0.10, 2.15, 2.20
q0_q3_bin_125, 0.05, 0.10, 2.20, 2.25
q0_q3_bin_126, 0.05, 0.10, 2.25, 2.30
q0_q3_bin_127, 0.05, 0.10, 2.30, 2.35
q0_q3_bin_128, 0.05, 0.10, 2.35, 2.40
q0_q3_bin_129, 0.05, 0.10, 2.40, 2.45
q0_q3_bin_130, 0.05, 0.10, 2.45, 2.50
q0_q3_bin_131, 0.05, 0.10, 2.50, 2.55
q0_q3_bin_132, 0.05, 0.10, 2.55, 2.60
q0_q3_bin_133, 0.05, 0.10, 2.60, 2.65
q0_q3_bin_134, 0.05, 0.10, 2.65, 2.70
q0_q3_bin_135, 0.05, 0.10, 2.70, 2.75
q0_q3_bin_136, 0.05, 0.10, 2.75, 2.80
q0_q3_bin_137, 0.05, 0.10, 2.80, 2.85
q0_q3_bin_138, 0.05, 0.10, 2.85, 2.90
q0_q3_bin_139, 0.05, 0.10, 2.90, 2.95
q0_q3_bin_140, 0.05, 0.10, 2.95, 3.00
q0_q3_bin_141, 0.05, 0.10, 3.00, 3.05
q0_q3_bin_142, 0.05, 0.10, 3.05, 3.10
q0_q3_bin_143, 0.05, 0.10, 3.10, 3.15
q0_q3_bin_144, 0.05, 0.10, 3.15, 3.20
q0_q3_bin_145, 0.05, 0.10, 3.20, 3.25
q0_q3_bin_146, 0.05, 0.10, 3.25, 3.30
q0_q3_bin_147, 0.05, 0.10, 3.30, 3.35
q0_q3_bin_148, 0.05, 0.10, 3.35, 3.40
q0_q3_bin_149, 0.05, 0.10, 3.40, 3.45
q0_q3_bin_150, 0.05, 0.10, 3.45, 3.50
q0_q3_bin_151, 0.05, 0.10, 3.50, 3.55
q0_q3_bin_152, 0.05, 0.10, 3.55, 3.60
q0_q3_bin_153, 0.05, 0.10, 3.60, 3.65
q0_q3_bin_154, 0.05, 0.10, 3.65, 3.70
q0_q3_bin_155, 0.05, 0.10, 3.70, 3.75
q0_q3_bin_156, 0.05, 0.10, 3.75, 3.80
q0_q3_bin_157, 0.05, 0.10, 3.80, 3.85
q0_q3_bin_158, 0.05, 0.10, 3.85, 3.90
q0_q3_bin_159, 0.05, 0.10, 3.90, 4.40
q0_q3_bin_160, 0.05, 0.10, 4.40, 4.90
q0_q3_bin_161, 0.05, 0.10, 4.90, 5.00
q0_q3_bin_162, 0.10, 0.15, 0.10, 0.15
q0_q3_bin_163, 0.10, 0.15, 0.15, 0.20
q0_q3_bin_164, 0.10, 0.15, 0.20, 0.25
q0_q3_bin_165, 0.10, 0.15, 0.25, 0.30
q0_q3_bin_166, 0.10, 0.15, 0.30, 0.35
q0_q3_bin_167, 0.10, 0.15, 0.35, 0.40
q0_q3_bin_168, 0.10, 0.15, 0.40, 0.45
q0_q3_bin_169, 0.10, 0.15, 0.45, 0.50
q0_q3_bin_170, 0.10, 0.15, 0.50, 0.55
q0_q3_bin_171, 0.10, 0.15, 0.55, 0.60
q0_q3_bin_172, 0.10, 0.15, 0.60, 0.65
q0_q3_bin_173, 0.10, 0.15, 0.65, 0.70
q0_q3_bin_174, 0.10, 0.15, 0.70, 0.75
q0_q3_bin_175, 0.10, 0.15, 0.75, 0.80
q0_q3_bin_176, 0.10, 0.15, 0.80, 0.85
q0_q3_bin_177, 0.10, 0.15, 0.85, 0.90
q0_q3_bin_178, 0.10, 0.15, 0.90, 0.95
q0_q3_bin_179, 0.10, 0.15, 0.95, 1.00
q0_q3_bin_180, 0.10, 0.15, 1.00, 1.05
q0_q3_bin_181, 0.10, 0.15, 1.05, 1.10
q0_q3_bin_182, 0.10, 0.15, 1.10, 1.15
q0_q3_bin_183, 0.10, 0.15, 1.15, 1.20
q0_q3_bin_184, 0.10, 0.15, 1.20, 1.25
q0_q3_bin_185, 0.10, 0.15, 1.25, 1.30
q0_q3_bin_186, 0.10, 0.15, 1.30, 1.35
q0_q3_bin_187, 0.10, 0.15, 1.35, 1.40
q0_q3_bin_188, 0.10, 0.15, 1.40, 1.45
q0_q3_bin_189, 0.10, 0.15, 1.45, 1.50
q0_q3_bin_190, 0.10, 0.15, 1.50, 1.55
q0_q3_bin_191, 0.10, 0.15, 1.55, 1.60
q0_q3_bin_192, 0.10, 0.15, 1.60, 1.65
q0_q3_bin_193, 0.10, 0.15, 1.65, 1.70
q0_q3_bin_194, 0.10, 0.15, 1.70, 1.75
q0_q3_bin_195, 0.10, 0.15, 1.75, 1.80
q0_q3_bin_196, 0.10, 0.15, 1.80, 1.85
q0_q3_bin_197, 0.10, 0.15, 1.85, 1.90
q0_q3_bin_198, 0.10, 0.15, 1.90, 1.95
q0_q3_bin_199, 0.10, 0.15, 1.95, 2.00
q0_q3_bin_200, 0.10, 0.15, 2.00, 2.05
q0_q3_bin_201, 0.10, 0.15, 2.05, 2.10
q0_q3_bin_202, 0.10, 0.15, 2.10, 2.15
q0_q3_bin_203, 0.10, 0.15, 2.15, 2.20
q0_q3_bin_204, 0.10, 0.15, 2.20, 2.25
q0_q3_bin_205, 0.10, 0.15, 2.25, 2.30
q0_q3_bin_206, 0.10, 0.15, 2.30, 2.35
q0_q3_bin_207, 0.10, 0.15, 2.35, 2.40
q0_q3_bin_208, 0.10, 0.15, 2.40, 2.45
q0_q3_bin_209, 0.10, 0.15, 2.45, 2.50
q0_q3_bin_210, 0.10, 0.15, 2.50, 2.55
q0_q3_bin_211, 0.10, 0.15, 2.55, 2.60
q0_q3_bin_212, 0.10, 0.15, 2.60, 2.65
q0_q3_bin_213, 0.10, 0.15, 2.65, 2.70
q0_q3_bin_214, 0.10, 0.15, 2.70, 2.75
q0_q3_bin_215, 0.10, 0.15, 2.75, 2.80
q0_q3_bin_216, 0.10, 0.15, 2.80, 2.85
q0_q3_bin_217, 0.10, 0.15, 2.85, 2.90
q0_q3_bin_218, 0.10, 0.15, 2.90, 2.95
q0_q3_bin_219, 0.10, 0.15, 2.95, 3.00
q0_q3_bin_220, 0.10, 0.15, 3.00, 3.05
q0_q3_bin_221, 0.10, 0.15, 3.05, 3.10
q0_q3_bin_222, 0.10, 0.15, 3.10, 3.15
q0_q3_bin_223, 0.10, 0.15, 3.15, 3.20
q0_q3_bin_224, 0.10, 0.15, 3.20, 3.25
q0_q3_bin_225, 0.10, 0.15, 3.25, 3.30
q0_q3_bin_226, 0.10, 0.15, 3.30, 3.35
q0_q3_bin_227, 0.10, 0.15, 3.35, 3.40
q0_q3_bin_228, 0.10, 0.15, 3.40, 3.45
q0_q3_bin_229, 0.10, 0.15, 3.45, 3.50
q0_q3_bin_230, 0.10, 0.15, 3.50, 3.55
q0_q3_bin_231, 0.10, 0.15, 3.55, 3.60
q0_q3_bin_232, 0.10, 0.15, 3.60, 3.65
q0_q3_bin_233, 0.10, 0.15, 3.65, 3.70
q0_q3_bin_234, 0.10, 0.15, 3.70, 3.75
q0_q3_bin_235, 0.10, 0.15, 3.75, 3.80
q0_q3_bin_236, 0.10, 0.15, 3.80, 3.85
q0_q3_bin_237, 0.10, 0.15, 3.85, 3.90
q0_q3_bin_238, 0.10, 0.15, 3.90, 4.40
q0_q3_bin_239, 0.10, 0.15, 4.40, 4.90
q0_q3_bin_240, 0.10, 0.15, 4.90, 5.00
q0_q3_bin_241, 0.15, 0.20, 0.15, 0.20
q0_q3_bin_242, 0.15, 0.20, 0.20, 0.25
q0_q3_bin_243, 0.15, 0.20, 0.25, 0.30
q0_q3_bin_244, 0.15, 0.20, 0.30, 0.35
q0_q3_bin_245, 0.15, 0.20, 0.35, 0.40
q0_q3_bin_246, 0.15, 0.20, 0.40, 0.45
q0_q3_bin_247, 0.15, 0.20, 0.45, 0.50
q0_q3_bin_248, 0.15, 0.20, 0.50, 0.55
q0_q3_bin_249, 0.15, 0.20, 0.55, 0.60
q0_q3_bin_250, 0.15, 0.20, 0.60, 0.65
q0_q3_bin_251, 0.15, 0.20, 0.65, 0.70
q0_q3_bin_252, 0.15, 0.20, 0.70, 0.75
q0_q3_bin_253, 0.15, 0.20, 0.75, 0.80
q0_q3_bin_254, 0.15, 0.20, 0.80, 0.85
q0_q3_bin_255, 0.15, 0.20, 0.85, 0.90
q0_q3_bin_256, 0.15, 0.20, 0.90, 0.95
q0_q3_bin_257, 0.15, 0.20, 0.95, 1.00
q0_q3_bin_258, 0.15, 0.20, 1.00, 1.05
q0_q3_bin_259, 0.15, 0.20, 1.05, 1.10
q0_q3_bin_260, 0.15, 0.20, 1.10, 1.15
q0_q3_bin_261, 0.15, 0.20, 1.15, 1.20
q0_q3_bin_262, 0.15, 0.20, 1.20, 1.25
q0_q3_bin_263, 0.15, 0.20, 1.25, 1.30
q0_q3_bin_264, 0.15, 0.20, 1.30, 1.35
q0_q3_bin_265, 0.15, 0.20, 1.35, 1.40
q0_q3_bin_266, 0.15, 0.20, 1.40, 1.45
q0_q3_bin_267, 0.15, 0.20, 1.45, 1.50
q0_q3_bin_268, 0.15, 0.20, 1.50, 1.55
q0_q3_bin_269, 0.15, 0.20, 1.55, 1.60
q0_q3_bin_270, 0.15, 0.20, 1.60, 1.65
q0_q3_bin_271, 0.15, 0.20, 1.65, 1.70
q0_q3_bin_272, 0.15, 0.20, 1.70, 1.75
q0_q3_bin_273, 0.15, 0.20, 1.75, 1.80
q0_q3_bin_274, 0.15, 0.20, 1.80, 1.85
q0_q3_bin_275, 0.15, 0.20, 1.85, 1.90
q0_q3_bin_276, 0.15, 0.20, 1.90, 1.95
q0_q3_bin_277, 0.15, 0.20, 1.95, 2.00
q0_q3_bin_278, 0.15, 0.20, 2.00, 2.05
q0_q3_bin_279, 0.15, 0.20, 2.05, 2.10
q0_q3_bin_280, 0.15, 0.20, 2.10, 2.15
q0_q3_bin_281, 0.15, 0.20, 2.15, 2.20
q0_q3_bin_282, 0.15, 0.20, 2.20, 2.25
q0_q3_bin_283, 0.15, 0.20, 2.25, 2.30
q0_q3_bin_284, 0.15, 0.20, 2.30, 2.35
q0_q3_bin_285, 0.15, 0.20, 2.35, 2.40
q0_q3_bin_286, 0.15, 0.20, 2.40, 2.45
q0_q3_bin_287, 0.15, 0.20, 2.45, 2.50
q0_q3_bin_288, 0.15, 0.20, 2.50, 2.55
q0_q3_bin_289, 0.15, 0.20, 2.55, 2.60
q0_q3_bin_290, 0.15, 0.20, 2.60, 2.65
q0_q3_bin_291, 0.15, 0.20, 2.65, 2.70
q0_q3_bin_292, 0.15, 0.20, 2.70, 2.75
q0_q3_bin_293, 0.15, 0.20, 2.75, 2.80
q0_q3_bin_294, 0.15, 0.20, 2.80, 2.85
q0_q3_bin_295, 0.15, 0.20, 2.85, 2.90
q0_q3_bin_296, 0.15, 0.20, 2.90, 2.95
q0_q3_bin_297, 0.15, 0.20, 2.95, 3.00
q0_q3_bin_298, 0.15, 0.20, 3.00, 3.05
q0_q3_bin_299, 0.15, 0.20, 3.05, 3.10
q0_q3_bin_300, 0.15, 0.20, 3.10, 3.15
q0_q3_bin_301, 0.15, 0.20, 3.15, 3.20
q0_q3_bin_302, 0.15, 0.20, 3.20, 3.25
q0_q3_bin_303, 0.15, 0.20, 3.25, 3.30
q0_q3_bin_304, 0.15, 0.20, 3.30, 3.35
q0_q3_bin_305, 0.15, 0.20, 3.35, 3.40
q0_q3_bin_306, 0.15, 0.20, 3.40, 3.45
q0_q3_bin_307, 0.15, 0.20, 3.45, 3.50
q0_q3_bin_308, 0.15, 0.20, 3.50, 3.55
q0_q3_bin_309, 0.15, 0.20, 3.55, 3.60
q0_q3_bin_310, 0.15, 0.20, 3.60, 3.65
q0_q3_bin_311, 0.15, 0.20, 3.65, 3.70
q0_q3_bin_312, 0.15, 0.20, 3.70, 3.75
q0_q3_bin_313, 0.15, 0.20, 3.75, 3.80
q0_q3_bin_314, 0.15, 0.20, 3.80, 3.85
q0_q3_bin_315, 0.15, 0.20, 3.85, 3.90
q0_q3_bin_316, 0.15, 0.20, 3.90, 4.40
q0_q3_bin_317, 0.15, 0.20, 4.40, 4.90
q0_q3_bin_318, 0.15, 0.20, 4.90, 5.00
q0_q3_bin_319, 0.20, 0.25, 0.20, 0.25
q0_q3_bin_320, 0.20, 0.25, 0.25, 0.30
q0_q3_bin_321, 0.20, 0.25, 0.30, 0.35
q0_q3_bin_322, 0.20, 0.25, 0.35, 0.40
q0_q3_bin_323, 0.20, 0.25, 0.40, 0.45
q0_q3_bin_324, 0.20, 0.25, 0.45, 0.50
q0_q3_bin_325, 0.20, 0.25, 0.50, 0.55
q0_q3_bin_326, 0.20, 0.25, 0.55, 0.60
q0_q3_bin_327, 0.20, 0.25, 0.60, 0.65
q0_q3_bin_328, 0.20, 0.25, 0.65, 0.70
q0_q3_bin_329, 0.20, 0.25, 0.70, 0.75
q0_q3_bin_330, 0.20, 0.25, 0.75, 0.80
q0_q3_bin_331, 0.20, 0.25, 0.80, 0.85
q0_q3_bin_332, 0.20, 0.25, 0.85, 0.90
q0_q3_bin_333, 0.20, 0.25, 0.90, 0.95
q0_q3_bin_334, 0.20, 0.25, 0.95, 1.00
q0_q3_bin_335, 0.20, 0.25, 1.00, 1.05
q0_q3_bin_336, 0.20, 0.25, 1.05, 1.10
q0_q3_bin_337, 0.20, 0.25, 1.10, 1.15
q0_q3_bin_338, 0.20, 0.25, 1.15, 1.20
q0_q3_bin_339, 0.20, 0.25, 1.20, 1.25
q0_q3_bin_340, 0.20, 0.25, 1.25, 1.30
q0_q3_bin_341, 0.20, 0.25, 1.30, 1.35
q0_q3_bin_342, 0.20, 0.25, 1.35, 1.40
q0_q3_bin_343, 0.20, 0.25, 1.40, 1.45
q0_q3_bin_344, 0.20, 0.25, 1.45, 1.50
q0_q3_bin_345, 0.20, 0.25, 1.50, 1.55
q0_q3_bin_346, 0.20, 0.25, 1.55, 1.60
q0_q3_bin_347, 0.20, 0.25, 1.60, 1.65
q0_q3_bin_348, 0.20, 0.25, 1.65, 1.70
q0_q3_bin_349, 0.20, 0.25, 1.70, 1.75
q0_q3_bin_350, 0.20, 0.25, 1.75, 1.80
q0_q3_bin_351, 0.20, 0.25, 1.80, 1.85
q0_q3_bin_352, 0.20, 0.25, 1.85, 1.90
q0_q3_bin_353, 0.20, 0.25, 1.90, 1.95
q0_q3_bin_354, 0.20, 0.25, 1.95, 2.00
q0_q3_bin_355, 0.20, 0.25, 2.00, 2.05
q0_q3_bin_356, 0.20, 0.25, 2.05, 2.10
q0_q3_bin_357, 0.20, 0.25, 2.10, 2.15
q0_q3_bin_358, 0.20, 0.25, 2.15, 2.20
q0_q3_bin_359, 0.20, 0.25, 2.20, 2.25
q0_q3_bin_360, 0.20, 0.25, 2.25, 2.30
q0_q3_bin_361, 0.20, 0.25, 2.30, 2.35
q0_q3_bin_362, 0.20, 0.25, 2.35, 2.40
q0_q3_bin_363, 0.20, 0.25, 2.40, 2.45
q0_q3_bin_364, 0.20, 0.25, 2.45, 2.50
q0_q3_bin_365, 0.20, 0.25, 2.50, 2.55
q0_q3_bin_366, 0.20, 0.25, 2.55, 2.60
q0_q3_bin_367, 0.20, 0.25, 2.60, 2.65
q0_q3_bin_368, 0.20, 0.25, 2.65, 2.70
q0_q3_bin_369, 0.20, 0.25, 2.70, 2.75
q0_q3_bin_370, 0.20, 0.25, 2.75, 2.80
q0_q3_bin_371, 0.20, 0.25, 2.80, 2.85
q0_q3_bin_372, 0.20, 0.25, 2.85, 2.90
q0_q3_bin_373, 0.20, 0.25, 2.90, 2.95
q0_q3_bin_374, 0.20, 0.25, 2.95, 3.00
q0_q3_bin_375, 0.20, 0.25, 3.00, 3.05
q0_q3_bin_376, 0.20, 0.25, 3.05, 3.10
q0_q3_bin_377, 0.20, 0.25, 3.10, 3.15
q0_q3_bin_378, 0.20, 0.25, 3.15, 3.20
q0_q3_bin_379, 0.20, 0.25, 3.20, 3.25
q0_q3_bin_380, 0.20, 0.25, 3.25, 3.30
q0_q3_bin_381, 0.20, 0.25, 3.30, 3.35
q0_q3_bin_382, 0.20, 0.25, 3.35, 3.40
q0_q3_bin_383, 0.20, 0.25, 3.40, 3.45
q0_q3_bin_384, 0.20, 0.25, 3.45, 3.50
q0_q3_bin_385, 0.20, 0.25, 3.50, 3.55
q0_q3_bin_386, 0.20, 0.25, 3.55, 3.60
q0_q3_bin_387, 0.20, 0.25, 3.60, 3.65
q0_q3_bin_388, 0.20, 0.25, 3.65, 3.70
q0_q3_bin_389, 0.20, 0.25, 3.70, 3.75
q0_q3_bin_390, 0.20, 0.25, 3.75, 3.80
q0_q3_bin_391, 0.20, 0.25, 3.80, 3.85
q0_q3_bin_392, 0.20, 0.25, 3.85, 3.90
q0_q3_bin_393, 0.20, 0.25, 3.90, 4.40
q0_q3_bin_394, 0.20, 0.25, 4.40, 4.90
q0_q3_bin_395, 0.20, 0.25, 4.90, 5.00
q0_q3_bin_396, 0.25, 0.30, 0.25, 0.30
q0_q3_bin_397, 0.25, 0.30, 0.30, 0.35
q0_q3_bin_398, 0.25, 0.30, 0.35, 0.40
q0_q3_bin_399, 0.25, 0.30, 0.40, 0.45
q0_q3_bin_400, 0.25, 0.30, 0.45, 0.50
q0_q3_bin_401, 0.25, 0.30, 0.50, 0.55
q0_q3_bin_402, 0.25, 0.30, 0.55, 0.60
q0_q3_bin_403, 0.25, 0.30, 0.60, 0.65
q0_q3_bin_404, 0.25, 0.30, 0.65, 0.70
q0_q3_bin_405, 0.25, 0.30, 0.70, 0.75
q0_q3_bin_406, 0.25, 0.30, 0.75, 0.80
q0_q3_bin_407, 0.25, 0.30, 0.80, 0.85
q0_q3_bin_408, 0.25, 0.30, 0.85, 0.90
q0_q3_bin_409, 0.25, 0.30, 0.90, 0.95
q0_q3_bin_410, 0.25, 0.30, 0.95, 1.00
q0_q3_bin_411, 0.25, 0.30, 1.00, 1.05
q0_q3_bin_412, 0.25, 0.30, 1.05, 1.10
q0_q3_bin_413, 0.25, 0.30, 1.10, 1.15
q0_q3_bin_414, 0.25, 0.30, 1.15, 1.20
q0_q3_bin_415, 0.25, 0.30, 1.20, 1.25
q0_q3_bin_416, 0.25, 0.30, 1.25, 1.30
q0_q3_bin_417, 0.25, 0.30, 1.30, 1.35
q0_q3_bin_418, 0.25, 0.30, 1.35, 1.40
q0_q3_bin_419, 0.25, 0.30, 1.40, 1.45
q0_q3_bin_420, 0.25, 0.30, 1.45, 1.50
q0_q3_bin_421, 0.25, 0.30, 1.50, 1.55
q0_q3_bin_422, 0.25, 0.30, 1.55, 1.60
q0_q3_bin_423, 0.25, 0.30, 1.60, 1.65
q0_q3_bin_424, 0.25, 0.30, 1.65, 1.70
q0_q3_bin_425, 0.25, 0.30, 1.70, 1.75
q0_q3_bin_426, 0.25, 0.30, 1.75, 1.80
q0_q3_bin_427, 0.25, 0.30, 1.80, 1.85
q0_q3_bin_428, 0.25, 0.30, 1.85, 1.90
q0_q3_bin_429, 0.25, 0.30, 1.90, 1.95
q0_q3_bin_430, 0.25, 0.30, 1.95, 2.00
q0_q3_bin_431, 0.25, 0.30, 2.00, 2.05
q0_q3_bin_432, 0.25, 0.30, 2.05, 2.10
q0_q3_bin_433, 0.25, 0.30, 2.10, 2.15
q0_q3_bin_434, 0.25, 0.30, 2.15, 2.20
q0_q3_bin_435, 0.25, 0.30, 2.20, 2.25
q0_q3_bin_436, 0.25, 0.30, 2.25, 2.30
q0_q3_bin_437, 0.25, 0.30, 2.30, 2.35
q0_q3_bin_438, 0.25, 0.30, 2.35, 2.40
q0_q3_bin_439, 0.25, 0.30, 2.40, 2.45
q0_q3_bin_440, 0.25, 0.30, 2.45, 2.50
q0_q3_bin_441, 0.25, 0.30, 2.50, 2.55
q0_q3_bin_442, 0.25, 0.30, 2.55, 2.60
q0_q3_bin_443, 0.25, 0.30, 2.60, 2.65
q0_q3_bin_444, 0.25, 0.30, 2.65, 2.70
q0_q3_bin_445, 0.25, 0.30, 2.70, 2.75
q0_q3_bin_446, 0.25, 0.30, 2.75, 2.80
q0_q3_bin_447, 0.25, 0.30, 2.80, 2.85
q0_q3_bin_448, 0.25, 0.30, 2.85, 2.90
q0_q3_bin_449, 0.25, 0.30, 2.90, 2.95
q0_q3_bin_450, 0.25, 0.30, 2.95, 3.00
